transaction_id,timestamp,date,time,customer_id,merchant_id,merchant_category,transaction_type,payment_method,amount,amount_category,status,latitude,longitude,account_balance,is_fraud,hour,day_of_week,month,month_name,quarter,year
TXN00000050,2024-01-06 01:54:57,2024-01-06,01:54:57,CUST000054,MERCH000199,healthcare,purchase,credit_card,5.62,small,approved,37.633016,-122.488787,8358.98,0,1,Saturday,1,January,1,2024
TXN00000051,2024-01-06 02:51:25,2024-01-06,02:51:25,CUST000013,MERCH000119,utilities,transfer,cash,27.29,medium,approved,37.362246,-121.855573,5061.14,0,2,Saturday,1,January,1,2024
TXN00000052,2024-01-06 03:21:49,2024-01-06,03:21:49,CUST000113,MERCH000121,online_shopping,purchase,bank_transfer,75.26,large,approved,38.561298,-120.336391,6237.63,0,3,Saturday,1,January,1,2024
TXN00000053,2024-01-06 06:35:11,2024-01-06,06:35:11,CUST000037,MERCH000102,retail,transfer,credit_card,89.12,large,approved,37.285478,-122.954087,1591.06,0,6,Saturday,1,January,1,2024
TXN00000054,2024-01-06 06:48:01,2024-01-06,06:48:01,CUST000148,MERCH000090,transportation,purchase,debit_card,22.47,medium,approved,37.769072,-120.156399,7521.13,0,6,Saturday,1,January,1,2024
TXN00000055,2024-01-06 08:56:12,2024-01-06,08:56:12,CUST000135,MERCH000140,online_shopping,purchase,credit_card,16.59,medium,approved,38.355126,-120.303299,9738.46,0,8,Saturday,1,January,1,2024
TXN00000056,2024-01-06 10:48:37,2024-01-06,10:48:37,CUST000186,MERCH000112,entertainment,purchase,digital_wallet,30.53,medium,approved,37.503127,-121.746456,4875.61,0,10,Saturday,1,January,1,2024
TXN00000057,2024-01-06 10:59:44,2024-01-06,10:59:44,CUST000152,MERCH000139,retail,purchase,debit_card,34.13,medium,approved,38.338724,-121.040924,9628.33,0,10,Saturday,1,January,1,2024
TXN00000058,2024-01-06 13:58:17,2024-01-06,13:58:17,CUST000034,MERCH000182,restaurant,deposit,digital_wallet,19.56,medium,approved,38.028205,-120.0268,443.69,0,13,Saturday,1,January,1,2024
TXN00000059,2024-01-06 17:18:15,2024-01-06,17:18:15,CUST000153,MERCH000138,utilities,purchase,credit_card,52.64,large,approved,39.581792,-121.335155,453.65,0,17,Saturday,1,January,1,2024
TXN00000060,2024-01-06 17:55:24,2024-01-06,17:55:24,CUST000135,MERCH000119,restaurant,purchase,debit_card,23.91,medium,declined,39.38471,-122.709304,9604.13,0,17,Saturday,1,January,1,2024
TXN00000061,2024-01-06 18:08:59,2024-01-06,18:08:59,CUST000142,MERCH000016,utilities,transfer,debit_card,128.53,very_large,declined,39.978564,-120.439077,7032.63,0,18,Saturday,1,January,1,2024
TXN00000062,2024-01-06 18:19:46,2024-01-06,18:19:46,CUST000160,MERCH000143,utilities,withdrawal,credit_card,43.43,medium,approved,38.586735,-122.597545,1968.03,0,18,Saturday,1,January,1,2024
TXN00000063,2024-01-06 19:17:06,2024-01-06,19:17:06,CUST000126,MERCH000186,groceries,purchase,credit_card,8.02,small,approved,38.726191,-122.228185,3702.36,0,19,Saturday,1,January,1,2024
TXN00000064,2024-01-06 21:52:41,2024-01-06,21:52:41,CUST000105,MERCH000119,other,deposit,debit_card,278.92,very_large,approved,39.839938,-120.379454,5126.76,0,21,Saturday,1,January,1,2024
TXN00000065,2024-01-07 01:26:57,2024-01-07,01:26:57,CUST000135,MERCH000084,other,purchase,cash,32.74,medium,approved,38.198777,-122.231912,7056.11,0,1,Sunday,1,January,1,2024
TXN00000066,2024-01-07 05:06:09,2024-01-07,05:06:09,CUST000058,MERCH000132,gas_station,purchase,credit_card,22.93,medium,approved,38.667048,-120.764742,8436.06,0,5,Sunday,1,January,1,2024
TXN00000067,2024-01-07 06:01:26,2024-01-07,06:01:26,CUST000035,MERCH000022,gas_station,purchase,debit_card,59.3,large,approved,38.137256,-121.656979,918.3,0,6,Sunday,1,January,1,2024
TXN00000068,2024-01-07 11:46:51,2024-01-07,11:46:51,CUST000132,MERCH000163,entertainment,purchase,credit_card,10.41,medium,approved,38.637582,-120.720753,6600.08,0,11,Sunday,1,January,1,2024
TXN00000069,2024-01-07 13:49:34,2024-01-07,13:49:34,CUST000045,MERCH000142,gas_station,purchase,credit_card,6.86,small,declined,37.242299,-122.302943,4819.44,0,13,Sunday,1,January,1,2024
TXN00000070,2024-01-07 17:50:02,2024-01-07,17:50:02,CUST000016,MERCH000094,healthcare,purchase,debit_card,57.78,large,approved,39.351382,-121.741303,6016.46,0,17,Sunday,1,January,1,2024
TXN00000071,2024-01-07 19:54:43,2024-01-07,19:54:43,CUST000001,MERCH000031,online_shopping,purchase,credit_card,104.23,very_large,approved,39.95584,-122.045516,5134.46,0,19,Sunday,1,January,1,2024
TXN00000072,2024-01-07 23:45:09,2024-01-07,23:45:09,CUST000132,MERCH000070,entertainment,transfer,debit_card,126.94,very_large,approved,37.197221,-122.252868,4561.86,0,23,Sunday,1,January,1,2024
TXN00000073,2024-01-08 02:15:19,2024-01-08,02:15:19,CUST000075,MERCH000091,entertainment,purchase,credit_card,74.13,large,approved,39.403119,-122.05671,2134.58,0,2,Monday,1,January,1,2024
TXN00000074,2024-01-08 04:42:31,2024-01-08,04:42:31,CUST000148,MERCH000128,transportation,fee,debit_card,-2.38,small,approved,37.725204,-122.031023,4776.13,0,4,Monday,1,January,1,2024
TXN00000075,2024-01-08 07:07:13,2024-01-08,07:07:13,CUST000076,MERCH000011,other,transfer,debit_card,58.49,large,approved,37.592641,-120.133865,1977.59,0,7,Monday,1,January,1,2024
TXN00000076,2024-01-08 07:28:47,2024-01-08,07:28:47,CUST000108,MERCH000036,gas_station,purchase,bank_transfer,17.15,medium,approved,39.080111,-121.400309,541.65,0,7,Monday,1,January,1,2024
TXN00000077,2024-01-08 07:56:52,2024-01-08,07:56:52,CUST000087,MERCH000080,healthcare,purchase,credit_card,92.54,large,approved,37.132397,-121.613843,3800.86,0,7,Monday,1,January,1,2024
TXN00000078,2024-01-08 07:57:46,2024-01-08,07:57:46,CUST000140,MERCH000024,utilities,purchase,cash,54.28,large,approved,38.389718,-121.490044,347.06,0,7,Monday,1,January,1,2024
TXN00000079,2024-01-08 09:14:18,2024-01-08,09:14:18,CUST000073,MERCH000168,entertainment,transfer,credit_card,310.25,very_large,approved,37.004333,-120.011607,5669.2,0,9,Monday,1,January,1,2024
TXN00000080,2024-01-08 11:08:10,2024-01-08,11:08:10,CUST000193,MERCH000113,groceries,purchase,debit_card,17.85,medium,approved,38.663182,-121.039233,816.69,0,11,Monday,1,January,1,2024
TXN00000081,2024-01-08 12:59:04,2024-01-08,12:59:04,CUST000189,MERCH000042,retail,purchase,debit_card,10.68,medium,approved,38.386245,-120.88954,4431.78,0,12,Monday,1,January,1,2024
TXN00000082,2024-01-08 13:53:19,2024-01-08,13:53:19,CUST000165,MERCH000021,online_shopping,deposit,credit_card,287.72,very_large,approved,39.746448,-122.059135,9803.41,0,13,Monday,1,January,1,2024
TXN00000083,2024-01-08 15:09:48,2024-01-08,15:09:48,CUST000184,MERCH000096,restaurant,purchase,debit_card,33.99,medium,approved,39.160816,-121.585387,197.83,0,15,Monday,1,January,1,2024
TXN00000084,2024-01-08 15:35:58,2024-01-08,15:35:58,CUST000099,MERCH000051,groceries,purchase,credit_card,96.05,large,approved,37.378019,-122.447804,3731.86,0,15,Monday,1,January,1,2024
TXN00000085,2024-01-08 17:07:38,2024-01-08,17:07:38,CUST000117,MERCH000081,restaurant,purchase,credit_card,31.03,medium,approved,38.06362,-120.944432,6765.3,0,17,Monday,1,January,1,2024
TXN00000086,2024-01-08 17:18:45,2024-01-08,17:18:45,CUST000146,MERCH000055,transportation,withdrawal,credit_card,324.88,very_large,approved,39.794739,-121.966516,1673.28,0,17,Monday,1,January,1,2024
TXN00000087,2024-01-08 17:19:56,2024-01-08,17:19:56,CUST000144,MERCH000124,other,withdrawal,cash,129.05,very_large,approved,39.176002,-120.755135,5651.26,0,17,Monday,1,January,1,2024
TXN00000088,2024-01-08 18:39:56,2024-01-08,18:39:56,CUST000175,MERCH000132,entertainment,purchase,cash,28.22,medium,approved,38.782825,-122.360516,2656.08,0,18,Monday,1,January,1,2024
TXN00000089,2024-01-08 20:05:38,2024-01-08,20:05:38,CUST000146,MERCH000062,other,purchase,credit_card,33.8,medium,approved,38.677215,-121.789491,2305.41,0,20,Monday,1,January,1,2024
TXN00000090,2024-01-08 20:25:27,2024-01-08,20:25:27,CUST000200,MERCH000087,restaurant,transfer,debit_card,92.65,large,declined,38.194295,-121.586447,8960.34,0,20,Monday,1,January,1,2024
TXN00000091,2024-01-08 20:34:41,2024-01-08,20:34:41,CUST000071,MERCH000153,healthcare,transfer,credit_card,23.03,medium,approved,38.755604,-122.500424,2112.48,0,20,Monday,1,January,1,2024
TXN00000092,2024-01-08 22:21:01,2024-01-08,22:21:01,CUST000161,MERCH000198,transportation,transfer,credit_card,50.48,large,approved,39.314993,-122.791227,3827.86,0,22,Monday,1,January,1,2024
TXN00000093,2024-01-09 02:25:42,2024-01-09,02:25:42,CUST000145,MERCH000142,retail,purchase,cash,18.95,medium,approved,37.382613,-122.048797,1779.02,0,2,Tuesday,1,January,1,2024
TXN00000094,2024-01-09 08:26:20,2024-01-09,08:26:20,CUST000143,MERCH000041,other,deposit,debit_card,86.12,large,approved,39.909492,-121.365324,2910.49,0,8,Tuesday,1,January,1,2024
TXN00000095,2024-01-09 09:01:08,2024-01-09,09:01:08,CUST000070,MERCH000185,utilities,purchase,credit_card,14.66,medium,approved,37.718095,-121.041963,3001.76,0,9,Tuesday,1,January,1,2024
TXN00000096,2024-01-09 09:33:35,2024-01-09,09:33:35,CUST000152,MERCH000166,gas_station,purchase,credit_card,28.5,medium,approved,38.343228,-121.724186,3335.05,0,9,Tuesday,1,January,1,2024
TXN00000097,2024-01-09 09:39:50,2024-01-09,09:39:50,CUST000177,MERCH000190,entertainment,refund,digital_wallet,-14.99,medium,approved,37.068147,-121.499167,6446.56,0,9,Tuesday,1,January,1,2024
TXN00000098,2024-01-09 10:42:26,2024-01-09,10:42:26,CUST000041,MERCH000041,gas_station,purchase,credit_card,35.72,medium,approved,38.651038,-121.370421,7451.67,0,10,Tuesday,1,January,1,2024
TXN00000099,2024-01-09 12:35:51,2024-01-09,12:35:51,CUST000133,MERCH000045,other,withdrawal,credit_card,167.55,very_large,approved,38.145601,-121.464268,5155.63,0,12,Tuesday,1,January,1,2024
TXN00000100,2024-01-09 14:29:59,2024-01-09,14:29:59,CUST000082,MERCH000126,gas_station,purchase,debit_card,99.03,large,approved,37.749268,-122.729014,6143.71,0,14,Tuesday,1,January,1,2024
TXN00000101,2024-01-09 19:33:01,2024-01-09,19:33:01,CUST000198,MERCH000096,healthcare,transfer,debit_card,18.68,medium,approved,39.956573,-121.784997,8151.36,0,19,Tuesday,1,January,1,2024
TXN00000102,2024-01-09 22:29:27,2024-01-09,22:29:27,CUST000106,MERCH000144,entertainment,purchase,debit_card,31.44,medium,approved,38.284423,-122.387006,9995.65,0,22,Tuesday,1,January,1,2024
TXN00000103,2024-01-10 00:57:58,2024-01-10,00:57:58,CUST000045,MERCH000019,transportation,refund,digital_wallet,-15.76,medium,approved,38.242889,-121.398792,4619.41,0,0,Wednesday,1,January,1,2024
TXN00000104,2024-01-10 02:21:27,2024-01-10,02:21:27,CUST000080,MERCH000037,retail,purchase,credit_card,17.35,medium,approved,38.38931,-120.725771,9370.7,0,2,Wednesday,1,January,1,2024
TXN00000105,2024-01-10 07:10:19,2024-01-10,07:10:19,CUST000140,MERCH000085,retail,purchase,cash,285.15,very_large,approved,37.348461,-121.261541,4954.66,0,7,Wednesday,1,January,1,2024
TXN00000106,2024-01-10 07:37:30,2024-01-10,07:37:30,CUST000016,MERCH000189,transportation,refund,credit_card,-13.18,medium,approved,38.179288,-122.334534,7841.8,0,7,Wednesday,1,January,1,2024
TXN00000107,2024-01-10 10:40:55,2024-01-10,10:40:55,CUST000132,MERCH000026,utilities,purchase,debit_card,20.96,medium,approved,38.009213,-122.376729,5774.91,0,10,Wednesday,1,January,1,2024
TXN00000108,2024-01-10 11:10:47,2024-01-10,11:10:47,CUST000187,MERCH000094,online_shopping,purchase,digital_wallet,191.4,very_large,pending,38.395373,-122.889006,8851.99,0,11,Wednesday,1,January,1,2024
TXN00000109,2024-01-10 11:51:09,2024-01-10,11:51:09,CUST000168,MERCH000104,restaurant,purchase,debit_card,87.27,large,declined,39.569864,-121.720857,4542.16,0,11,Wednesday,1,January,1,2024
TXN00000110,2024-01-10 12:10:06,2024-01-10,12:10:06,CUST000015,MERCH000192,entertainment,transfer,cash,52.88,large,approved,37.578356,-121.701415,6988.57,0,12,Wednesday,1,January,1,2024
TXN00000111,2024-01-10 12:40:35,2024-01-10,12:40:35,CUST000198,MERCH000125,groceries,purchase,digital_wallet,70.85,large,approved,38.823218,-122.290691,4716.52,0,12,Wednesday,1,January,1,2024
TXN00000112,2024-01-10 12:49:26,2024-01-10,12:49:26,CUST000145,MERCH000141,utilities,purchase,credit_card,26.06,medium,approved,37.112911,-120.707225,8584.57,0,12,Wednesday,1,January,1,2024
TXN00000113,2024-01-10 13:51:53,2024-01-10,13:51:53,CUST000032,MERCH000091,healthcare,purchase,cash,27.86,medium,approved,37.950378,-121.84054,9944.25,0,13,Wednesday,1,January,1,2024
TXN00000114,2024-01-10 15:53:57,2024-01-10,15:53:57,CUST000003,MERCH000087,online_shopping,deposit,digital_wallet,27.5,medium,approved,38.417973,-120.991796,2508.82,0,15,Wednesday,1,January,1,2024
TXN00000115,2024-01-10 17:11:39,2024-01-10,17:11:39,CUST000034,MERCH000162,online_shopping,purchase,debit_card,2.91,small,approved,37.222837,-121.079789,4795.96,0,17,Wednesday,1,January,1,2024
TXN00000116,2024-01-10 17:19:51,2024-01-10,17:19:51,CUST000162,MERCH000123,utilities,purchase,credit_card,7.97,small,approved,38.631904,-121.185779,904.44,0,17,Wednesday,1,January,1,2024
TXN00000117,2024-01-10 18:39:16,2024-01-10,18:39:16,CUST000008,MERCH000098,online_shopping,transfer,credit_card,23.91,medium,approved,37.930977,-120.275802,1495.85,0,18,Wednesday,1,January,1,2024
TXN00000118,2024-01-10 23:03:32,2024-01-10,23:03:32,CUST000045,MERCH000023,other,refund,credit_card,-28.08,medium,pending,39.97843,-122.95233,9298.59,0,23,Wednesday,1,January,1,2024
TXN00000119,2024-01-11 00:28:21,2024-01-11,00:28:21,CUST000148,MERCH000108,retail,purchase,credit_card,38.61,medium,approved,38.892909,-122.795888,5481.78,0,0,Thursday,1,January,1,2024
TXN00000120,2024-01-11 06:00:43,2024-01-11,06:00:43,CUST000129,MERCH000148,groceries,fee,debit_card,-7.71,small,approved,37.732526,-120.833578,4011.65,0,6,Thursday,1,January,1,2024
TXN00000121,2024-01-11 11:14:20,2024-01-11,11:14:20,CUST000151,MERCH000054,entertainment,purchase,credit_card,9.94,small,approved,37.30802,-121.939422,6747.68,0,11,Thursday,1,January,1,2024
TXN00000122,2024-01-11 11:21:38,2024-01-11,11:21:38,CUST000147,MERCH000186,healthcare,purchase,credit_card,197.71,very_large,approved,37.122159,-120.040433,5645.6,0,11,Thursday,1,January,1,2024
TXN00000123,2024-01-11 15:50:42,2024-01-11,15:50:42,CUST000013,MERCH000059,retail,purchase,debit_card,180.25,very_large,approved,37.27232,-122.350762,2958.31,0,15,Thursday,1,January,1,2024
TXN00000124,2024-01-11 22:41:22,2024-01-11,22:41:22,CUST000175,MERCH000148,other,withdrawal,debit_card,46.15,medium,approved,39.040179,-122.449743,2343.48,0,22,Thursday,1,January,1,2024
TXN00000125,2024-01-12 03:43:51,2024-01-12,03:43:51,CUST000044,MERCH000039,retail,purchase,debit_card,16.67,medium,approved,39.564977,-121.235335,5943.37,0,3,Friday,1,January,1,2024
TXN00000126,2024-01-12 03:58:32,2024-01-12,03:58:32,CUST000120,MERCH000078,online_shopping,purchase,cash,17.56,medium,approved,37.470199,-122.161724,1963.83,0,3,Friday,1,January,1,2024
TXN00000127,2024-01-12 04:54:33,2024-01-12,04:54:33,CUST000136,MERCH000091,entertainment,purchase,credit_card,40.37,medium,approved,38.206403,-121.978521,1477.8,0,4,Friday,1,January,1,2024
TXN00000128,2024-01-12 05:28:48,2024-01-12,05:28:48,CUST000034,MERCH000160,gas_station,transfer,credit_card,861.88,extra_large,approved,38.062706,-120.236927,3252.04,0,5,Friday,1,January,1,2024
TXN00000129,2024-01-12 08:06:33,2024-01-12,08:06:33,CUST000197,MERCH000169,healthcare,purchase,credit_card,30.12,medium,approved,38.933554,-122.921272,8627.28,0,8,Friday,1,January,1,2024
TXN00000130,2024-01-12 09:04:55,2024-01-12,09:04:55,CUST000109,MERCH000069,groceries,purchase,debit_card,6.81,small,approved,37.548034,-121.406222,464.51,0,9,Friday,1,January,1,2024
TXN00000131,2024-01-12 11:17:38,2024-01-12,11:17:38,CUST000014,MERCH000068,entertainment,purchase,credit_card,220.38,very_large,approved,39.859958,-121.995302,8349.34,0,11,Friday,1,January,1,2024
TXN00000132,2024-01-12 13:15:28,2024-01-12,13:15:28,CUST000189,MERCH000087,entertainment,refund,cash,-14.58,medium,approved,39.185669,-121.962024,6247.64,0,13,Friday,1,January,1,2024
TXN00000133,2024-01-12 13:55:58,2024-01-12,13:55:58,CUST000129,MERCH000021,transportation,transfer,credit_card,515.2,extra_large,approved,39.865216,-122.256574,499.69,0,13,Friday,1,January,1,2024
